calories,carb,fat,name,protein,sugar,type
126,10.1,6.1,Spinach Chicken Pasta Bake,8.2,2.6,Pasta
193,20.1,11.4,Corn Casserole,4.8,2.2,Pasta
147,28.2,2.3,Bay Leaf Rice Pilaf,2.7,0.2,Pasta
321,31.4,16.7,Campanelle Pasta with Burrata Cheese and Spinach,12.9,0.8,Pasta
131,21.2,4.6,Bulgur Pilaf with Dried Apricots,3.0,3.4,Pasta
108,21.1,1.6,Grandma s Gnocchi,3.3,0.7,Pasta
250,27.4,10.6,Scrambled Egg Pasta,12.9,1.0,Pasta
153,22.8,5.2,Kohlrabi and Egg Noodles,4.9,2.3,Pasta
271,46.6,4.6,Mom s Peas and Noodles,14.1,0.4,Pasta
171,9.7,10.8,Rigatoni with Brie Grape Tomatoes Olives and Basil,9.2,0.8,Pasta
55,6.9,3.4,Spaghetti Squash with Moroccan Spices,0.7,2.6,Pasta
239,24.9,14.4,Vegan Beet Gnocchi,4.4,1.3,Pasta
290,32.2,13.2,Creamy Cheese And Lemon Ravioli,12.9,1.5,Pasta
128,21.7,3.5,Roasted Butternut Pasta with Pistachio Pesto,4.9,1.8,Pasta
245,22.6,14.7,Basil Pesto Pasta with Broccoli and Mushrooms,5.9,2.1,Pasta
158,20.5,5.8,Tortellini,6.3,3.5,Pasta
113,8.2,5.9,nute Spinach Lasagna,7.1,2.3,Pasta
242,24.8,11.2,Shrimp Scampi Pasta,10.5,0.1,Pasta
54,4.2,4.0,Creamy Avocado Spinach Pesto Zoodles,1.5,2.1,Pasta
266,26.4,14.0,Easy Pad Thai,10.4,4.5,Pasta
29,5.6,0.2,Orzo and Sugar Snap Peas,1.1,0.3,Pasta
219,33.4,7.5,Quinoa with Corn Scallions and Mint,6.7,4.6,Pasta
167,28.0,4.0,Spaghetti with Onion and Mushroom,5.4,3.0,Pasta
317,29.4,15.3,Classic Mac and Cheese,14.9,3.9,Pasta
181,19.5,10.2,Dragon Noodles,4.3,8.9,Pasta
174,19.3,8.2,Vegan Toasted Mushroom Macaroni,4.5,1.3,Pasta
159,21.6,6.5,Pasta la Checca,4.0,2.5,Pasta
213,6.9,16.6,Chicken Noodle Casserole,9.3,1.5,Pasta
176,18.3,8.0,Pesto Stuffed Shells,7.5,2.4,Pasta
125,18.4,4.2,High Protein Vegetarian Pasta With Tempeh Tomato Sauce,5.4,2.5,Pasta
121,20.9,3.5,Basil Pesto Pasta with Roasted Vegetables,2.5,2.6,Pasta
150,16.7,6.8,Lemon Orzo Goat Cheese Salad,5.9,1.7,Pasta
175,14.3,7.9,Gluten Free Hamburger Helper,11.8,1.1,Pasta
92,5.4,6.7,Easy Pad Thai Zoodles,4.0,2.1,Pasta
188,25.4,5.3,Baked Ground Turkey Ziti,10.6,1.2,Pasta
177,18.8,8.5,Greek Tortellini Salad,6.5,0.9,Pasta
133,14.3,4.7,Pressure Cooker Bolognese,7.1,1.0,Pasta
149,29.5,2.6,Sweet Potato Pasta,2.9,2.2,Pasta
307,48.6,8.8,Pasta with Sun Dried Tomato Pesto and Feta Cheese,13.1,0.8,Pasta
122,11.1,3.5,nute Chicken Stroganoff,10.1,1.8,Pasta
266,38.9,8.2,One Pot Spaghetti with Fresh Tomato Sauce,9.1,2.6,Pasta
202,22.8,8.6,Gluten Free Butternut Squash Mac n Cheese,9.4,1.2,Pasta
148,21.2,3.4,Roasted Red Pepper Pasta Sauce,4.2,2.5,Pasta
166,20.0,6.4,One Pan Pumpkin Pasta Bake,7.2,4.1,Pasta
156,17.9,6.0,Baked Beef Ziti,8.6,1.2,Pasta
134,19.8,3.3,Chicken Bolognese with Crispy Oregano,5.7,2.4,Pasta
160,24.2,4.8,Mushroom Ragu w Fettuccine,5.7,0.9,Pasta
366,51.2,11.4,Spaghetti with Sardines Dill and Fried Capers,13.8,2.6,Pasta
375,52.4,12.6,Noodles with Spicy Peanut Sauce,14.7,4.5,Pasta
306,7.9,30.7,Saffron Rouille,0.5,3.1,Pasta
271,48.2,4.2,Pea and Parmesan Wonton Ravioli,9.0,0.8,Pasta
179,25.3,6.0,Pasta with Tuna and Tomato Sauce,7.4,2.2,Pasta
230,30.0,8.9,Lima Bean Pasta,9.6,0.1,Pasta
211,20.2,11.9,Pasta Carcione,6.9,1.1,Pasta
121,18.8,3.4,Angelic Pasta,4.7,1.9,Pasta
289,17.9,19.2,Chicken Carbonara,11.8,1.8,Pasta
105,16.9,3.6,Best Baked Potato,2.0,0.8,Pasta
108,19.0,2.3,Creamy Pasta and Vegetables,4.4,0.9,Pasta
268,26.5,13.2,Summer Pasta,12.8,1.1,Pasta
