calories,carb,fat,name,protein,sugar,type
48,8.8,0.9,Vegan Potato and Arugula Soup,1.1,0.6,Soups
87,10.8,1.6,Homemade Chili,8.2,3.0,Soups
42,5.9,1.2,Fresh Pea Soup,2.1,2.4,Soups
41,7.7,0.6,Slow Cooker Minestrone Soup,1.7,2.5,Soups
35,2.7,0.4,Simple fish chowder,5.5,1.7,Soups
106,1.3,4.2,Beef Stew,14.8,0.7,Soups
37,8.5,0.3,Tomato soup,0.8,4.6,Soups
139,1.9,10.1,Keto Chorizo Chicken Soup,9.8,1.0,Soups
137,1.7,12.5,Keto Italian Sausage Soup,4.6,0.8,Soups
64,10.6,0.9,Lentil Soup,3.9,0.7,Soups
84,6.9,4.5,Broccoli Cheese and Potato Soup,4.4,1.3,Soups
