calories,carb,fat,name,protein,sugar,type
165,21.1,6.5,Farro & Pea Salad with Lemon Dressing,6.4,3.5,Salads
136,5.2,11.2,Warm Cheese Bacon and Pear Salad with Chicken Modified,4.4,2.5,Salads
147,8.5,11.9,Green Beans with Crushed Almonds,4.3,3.3,Salads
27,3.7,0.6,Cherry Tomato Dill & Anchovy Salad,2.2,2.5,Salads
80,7.7,5.6,Pan Fried Fennel,1.4,3.7,Salads
175,5.6,15.4,Blue cheese and Veggie Salad,3.9,3.6,Salads
89,7.7,3.8,Garbanzo Salad,6.9,1.2,Salads
136,8.5,10.0,Nutty Spinach Salad,4.7,3.1,Salads
159,21.8,5.0,Bavarian Green Beans,5.6,4.2,Salads
58,6.2,3.0,Cauliflower Salad,2.6,2.8,Salads
94,7.6,6.7,Kale Salad,3.2,2.7,Salads
90,7.5,3.3,Seared Salmon with Watercress and Warm Orange Dressing,8.2,2.7,Salads
63,6.0,3.8,Cumin Cabbage,1.2,3.2,Salads
81,7.3,5.1,Blueberry Kale Salad,3.1,3.6,Salads
58,7.5,3.1,Mixxed Greens with Tomato Herb Dressing,1.0,4.5,Salads
97,9.3,6.2,Creamy and Colorful Raw Kale Salad,3.9,3.1,Salads
118,16.9,5.0,Roasted Potato Salad with Creamy Dijon Viniagrette,2.1,1.1,Salads
95,12.4,4.1,Watermelon Salad,3.0,7.1,Salads
191,13.8,14.1,Potato Salad with Dill and Horseradish Aioli,3.0,1.7,Salads
99,6.1,7.6,Summer Herb Salad,2.7,3.8,Salads
126,16.1,6.7,Grilled Corn Salad with Lime Red Chili and Cotija,3.9,5.1,Salads
120,3.3,11.3,Gluten Free Caesar Salad,2.3,1.7,Salads
38,9.7,0.1,Cucumber Watermelon Lime Salad,0.6,7.9,Salads
278,16.9,15.6,Tuscan Tortellini Salad,16.6,0.6,Salads
47,7.1,0.4,Curried Cabbage and Carrot Slaw,4.7,3.6,Salads
61,4.4,4.5,Sundried Tomato Mediterranean Zucchini Noodle Salad,1.8,2.7,Salads
22,4.4,0.1,Cucumber Apple Salad,0.4,2.6,Salads
88,8.2,5.8,Tomato Basil Layered Salad,1.7,3.5,Salads
451,2.2,49.4,Greens with Homemade Paleo Ranch Dressing,2.2,0.3,Salads
160,4.1,11.5,Vegan Tofu Egg Salad,12.8,0.1,Salads
174,23.7,5.6,Greek Chickpea Salad,8.5,5.1,Salads
145,27.2,1.8,Vegan Taco Meat Salad,6.1,4.5,Salads
134,5.1,5.1,Low Fat Sonoma Chicken Salad,15.9,1.0,Salads
88,12.0,4.1,Momofuku’s Roasted Brussel Sprouts,2.9,6.9,Salads
98,5.0,5.8,Crab and Shrimp Louis,7.3,2.2,Salads
42,3.8,2.9,Basic Tossed Salad,1.0,1.8,Salads
55,5.4,3.0,Chopped Greek Salad with Creamy Yogurt Dressing,2.2,3.1,Salads
85,9.7,5.6,Pineapple & Avocado Salad,0.7,6.1,Salads
198,23.4,9.4,Chickpea Macaroni Salad,5.5,2.1,Salads
127,10.1,8.0,Broccoli Salad with Peanut Sauce,6.8,4.1,Salads
136,11.0,9.6,Simple Kale Salad,5.2,3.3,Salads
182,4.4,16.2,Wilted Spinach Salad with Warm Feta Dressing,5.8,2.1,Salads
119,8.6,5.7,Mediterranean Quinoa Salad,8.2,1.3,Salads
82,3.9,5.1,Spicy tuna salad,6.8,0.9,Salads
524,8.6,54.3,Sesame Tempura Green Beans with Soy Dipping Sauce,1.9,1.0,Salads
66,12.5,1.2,Pearl Couscous Salad with Lemon Asparagus and Tomato,2.4,1.1,Salads
131,12.4,7.9,Asian Noodle Salad,4.1,4.5,Salads
56,5.7,3.0,Sugar Snap Pea and Cucumber Salad,2.3,0.7,Salads
190,5.3,13.0,Beef Maltagliata with Arugula Radicchio and Ricotta,12.1,0.4,Salads
207,29.7,6.7,Quinoa Salad,8.4,1.7,Salads
84,5.7,7.2,Cucumber Tomato and Avocado Salad,1.1,1.7,Salads
166,25.5,5.9,Rice Spring Onion and Feta Salad,4.5,9.7,Salads
47,8.3,0.3,Curried Carrot Salad with Nonfat Yogurt,3.3,4.1,Salads
66,4.3,5.4,Wilted Swiss Chard With Warm Piccata Vinaigrette,1.7,1.1,Salads
92,7.2,6.8,Tomato and Cucumber Salad with Pita Bread and Za atar,1.5,1.8,Salads
160,12.5,10.1,Green Pea Salad,7.0,4.1,Salads
174,12.2,9.6,Loaded Chicken Taco Salad with Cilantro Lime Dressing,10.2,1.8,Salads
67,6.0,4.8,Grain Free Tabbouleh Salad,1.9,1.7,Salads
161,3.3,11.0,Grilled Steak Salad with Worcestershire Vinaigrette,12.0,1.6,Salads
38,4.5,2.1,Easy Lemony Dilly Cucumber Salad,0.8,2.3,Salads
126,2.5,12.6,Red Leaf Lettuce with Shallot Vinaigrette,1.2,0.6,Salads
86,12.0,2.5,Red bean salad,4.1,1.8,Salads
111,1.9,4.4,Halibut with Roasted Beets Beet Greens and Dill Orange Gremolata,15.2,1.1,Salads
45,6.4,1.7,Spicy Sauteed Broccolini with Garlic,2.7,1.6,Salads
96,15.2,2.2,Fruit and Granola Yogurt,4.5,9.3,Salads
39,3.7,1.5,Avgolemono,2.5,0.5,Salads
84,10.5,3.6,Asian Quinoa Salad,3.3,2.2,Salads
143,29.1,0.9,Quick Vegetarian Spaghetti,5.3,3.0,Salads
109,4.3,8.8,Heirloom Tomato Basil Mozzarella Salad,3.7,2.9,Salads
109,9.0,7.5,Kale with Panfried Walnuts,4.9,2.2,Salads
135,3.2,7.9,Calamari Olive Salad,12.3,0.2,Salads
41,5.7,2.0,Simple Cabbage Salad,1.2,3.1,Salads
91,8.3,4.9,Chickpea Salad,4.1,1.7,Salads
147,10.0,10.5,Roasted Beet Pistachio and Feta Salad,4.6,6.1,Salads
45,4.2,2.8,Balsamic Asparagus,2.1,2.2,Salads
74,4.2,5.7,Greek salad,2.4,2.3,Salads
276,8.6,26.8,Saut ed Kale,3.3,1.6,Salads
229,24.7,14.0,Broccoli Slaw,4.0,16.1,Salads
22,4.6,0.3,Sweet Corn Salad,0.9,2.5,Salads
48,8.8,1.5,Asian Sesame Cucumber Salad,1.0,5.9,Salads
76,9.0,4.2,Kale With Caramelized Onions and Garlic,2.5,0.9,Salads
63,9.8,2.5,Quick Braised Red Cabbage and Apple,0.9,5.7,Salads
242,2.5,19.2,Keto Taco Salad,14.5,0.8,Salads
118,4.8,7.8,Tuna Salad,9.1,0.6,Salads
117,3.3,8.0,Sauerkraut Keto Egg Salad,7.9,1.7,Salads
90,11.4,2.6,Spiced Black Lentils with Yogurt and Mint,6.1,1.4,Salads
139,8.2,7.3,Garden Pasta Salad,10.5,1.8,Salads
225,2.1,18.4,Quick and Easy Low Carb Caprese Salad,12.9,0.6,Salads
90,2.4,3.7,Balsamic Chicken Salad,11.9,1.1,Salads
98,3.3,4.8,Tuna Mex Tuna Salad,11.7,0.9,Salads
130,1.9,5.9,Chicken and Spinach Salad,16.7,0.9,Salads
112,1.6,4.0,Cold Chicken Salad,16.5,0.7,Salads
93,4.9,6.3,Salmon Salad,5.4,2.1,Salads
128,1.7,6.1,Healthy Caesar Salad,16.0,0.8,Salads
113,3.6,5.5,Tuna Avocado Salad,13.8,0.1,Salads
28,5.3,0.2,Basic Mixed Greens Salad,2.1,0.3,Salads
71,5.8,5.5,Cucumber Avocado Salad,1.3,1.7,Salads
112,2.9,6.1,Balsamic Chicken Salad,12.3,0.9,Salads
47,4.1,3.4,Lebanese Tomato and Onion Salad,0.8,2.6,Salads
205,8.5,18.9,Mixed Greens with Cranberry Vinaigrette,0.8,6.0,Salads
114,5.4,10.5,Eggplants a la Dawlish,0.9,3.1,Salads
148,4.7,14.2,Asparagus Walnut Salad,1.9,2.3,Salads
174,9.9,13.6,Four Bean Salad,4.5,1.2,Salads
40,7.9,0.3,Mung Bean Salad,2.5,2.3,Salads
69,4.9,5.1,Quick & Easy Vegan Caesar Salad,2.8,1.1,Salads
205,23.2,10.2,Arugula Lentil Salad,7.4,6.7,Salads
147,8.3,12.5,Fresh Herbed Avocado Salad,3.3,2.8,Salads
43,6.4,1.3,Green Kale Salad,2.6,2.2,Salads
61,6.6,4.0,Corn Tomato Avocado Salad,1.5,2.6,Salads
50,3.2,1.5,Cottage Cheese Ham Salad,5.9,2.0,Salads
116,17.8,4.6,Restaurant Style Potato Salad,1.7,3.7,Salads
124,13.5,5.2,Lobster Salad,6.1,3.4,Salads
105,8.9,7.9,Strawberry and Walnut Spinach Salad,3.9,3.7,Salads
56,6.5,2.8,Thai Cucumber Salad,1.8,4.7,Salads
177,5.5,17.1,Arugula Avocado Salad,3.0,1.5,Salads
125,4.5,8.0,Greek Chicken Salad,9.1,1.8,Salads
151,6.1,12.1,Yellow Bean Salad,7.8,1.8,Salads
174,27.8,5.1,Curried Chickpea Salad,7.1,9.7,Salads
112,8.3,8.0,Nutra Green Salad with Black Fig Dressing,2.9,2.5,Salads
102,20.0,0.9,Black Bean Mango Salad,4.6,2.7,Salads
75,4.5,6.4,Raw Cauliflower Tabouli,1.2,1.9,Salads
115,20.3,3.4,Bulgur Salad with Cranberries,2.3,6.3,Salads
174,5.3,16.2,Make Ahead Greek Salad in a Jar,3.1,1.8,Salads
208,21.5,13.4,Green Bean and Avocado Summer Salad,3.4,8.0,Salads
142,13.8,9.0,Warm Summer Fruit Salad,3.7,7.6,Salads
94,4.2,5.2,Tangy Taco Salad,8.4,1.6,Salads
134,9.3,11.0,Simple Avocado and Cranberry Salad,2.3,3.1,Salads
139,6.8,11.6,BLT Salad with Creamy Chive Dressing,2.9,1.8,Salads
56,5.9,3.6,Feta and Veggie Salad,2.7,2.7,Salads
28,3.4,1.1,Spinach and Broccoli Salad,2.2,1.2,Salads
117,10.1,7.8,Heirloom Apple Salad,3.1,5.7,Salads
78,10.3,4.2,Goat cheese and Apple Salad,3.7,4.8,Salads
142,14.0,7.7,Rosemary Chickpeas,5.9,0.3,Salads
31,3.4,0.4,Spicy Summer Mushrooms,4.2,1.2,Salads
55,10.9,0.8,Mung Bean Stew,1.4,1.2,Salads
134,14.9,5.8,Couscous Salad with Shrimp and Mint,5.6,0.7,Salads
41,7.3,0.6,Garbanzos with Fennel,2.3,2.2,Salads
40,6.2,1.0,Sauerkraut with Apples,0.8,3.5,Salads
75,11.4,3.6,Mexican Pineapple Salad,0.7,7.0,Salads
59,4.1,4.5,Cucumber Mustard and Dill Salad,0.6,3.1,Salads
40,3.5,2.8,Big Green Salad,1.1,1.6,Salads
66,8.2,3.5,Carrots and Brussels Sprouts,1.9,3.1,Salads
213,11.1,18.4,Arugula and Radicchio with Feta and Dates,3.1,8.0,Salads
62,6.9,3.6,Coleslaw,1.0,3.8,Salads
70,6.5,4.6,Sauteed Broccolini with Garlic,2.7,1.6,Salads
104,6.4,7.7,Pear Spinach Salad,3.6,3.7,Salads
44,5.4,2.2,Grilled Rainbow Chard with Fava Beans and Oregano,2.5,2.0,Salads
70,8.6,4.0,Roasted Fennel Carrots and Shallots,1.3,4.3,Salads
113,6.6,9.6,String Bean & Arugula Salad,1.8,0.2,Salads
47,5.4,2.0,Zucchini and Snow Pea Salad,2.3,2.4,Salads
169,3.4,17.1,Red Leaf Radish and Pine Nut Salad,2.0,1.1,Salads
264,9.3,21.6,Raw Mustard Greens Salad with Gruyre and Anchovy Croutons,9.3,1.5,Salads
137,7.4,11.8,Green Bean and Hazelnut Salad,2.5,3.3,Salads
123,6.4,10.4,Shaved Fennel Salad Recipe,2.4,3.3,Salads
31,3.3,1.6,Provencal Endive Salad,1.7,0.2,Salads
145,8.5,10.3,Green Bean Salad with Basil Balsamic and Parmesan,5.8,4.1,Salads
78,19.3,0.4,Fig and Carrot Slaw,1.1,13.4,Salads
280,36.3,10.8,Orzo Salad with Celery Radishes and Dill,8.6,1.6,Salads
48,4.9,3.0,Watercress and Frise Salad with Green Apple and Celery Root,1.2,2.3,Salads
195,3.9,17.7,Radishes with Tarragon Beurre Blanc,0.8,1.8,Salads
82,14.4,2.0,Red Flannel Hash,1.8,2.1,Salads
107,9.4,7.3,Brussels Sprouts with Chestnuts,2.5,2.4,Salads
100,5.3,8.6,Frise Radicchio and Fennel Salad with Mustard Vinaigrette,1.9,1.8,Salads
98,13.1,3.8,Kale White Bean and Pesto Salad,4.4,0.4,Salads
112,12.5,5.3,Cucumber Quinoa Salad with Feta,4.2,1.5,Salads
267,5.2,22.4,Keto Avocado Pepperoni Salad,12.1,0.4,Salads
154,12.6,5.4,Greek Yogurt Chicken Salad,14.4,2.1,Salads
77,14.8,2.2,Nutribullet Raw Slaw,1.4,8.7,Salads
55,7.2,2.4,Watermelon Feta & Mint Salad,2.1,5.9,Salads
152,8.2,11.9,Cucumber Noodles with Peanut Sauce,6.1,3.8,Salads
137,17.0,5.6,Maple Vinaigrette Couscous Salad,5.0,3.1,Salads
127,7.5,10.6,Balsamic Green Beans,1.5,4.4,Salads
131,2.6,13.1,Green salad,1.4,0.8,Salads
173,20.2,7.8,Marinated Lentil Salad,7.2,2.2,Salads
83,3.1,2.6,Ceviche,11.9,0.9,Salads
96,4.1,6.8,Blue cheese & veggie salad,5.1,2.4,Salads
69,7.4,4.1,Ginger Garlic Green Beans,2.3,2.9,Salads
247,20.0,13.6,Griddled Chicken with Quinoa Greek Salad,11.1,1.1,Salads
121,6.3,10.9,Spinach Salad with Blackberries,1.5,2.4,Salads
74,4.8,5.2,Cucumber Avocado Caprese Salad,3.0,2.1,Salads
78,16.6,0.3,Cucumber Noodle Soba Salad,3.2,2.8,Salads
79,10.9,3.9,Roasted Parsnip and Zucchini,1.2,3.6,Salads
163,7.8,8.5,Smoked Chicken and Cranberry Salad,14.0,5.3,Salads
229,18.8,17.5,Kale with Garlic and Cranberries,3.0,11.3,Salads
88,10.6,4.0,Chick Peas and Swiss Chard,3.3,2.7,Salads
56,6.4,3.2,Spicy Napa Cabbage Slaw with Cilantro Dressing,1.2,3.7,Salads
191,5.3,17.3,Avocado Goat Cheese Salad with Lime Dressing,5.1,0.8,Salads
106,12.4,6.5,Butternut Squash with Pumpkin Seed Pesto,1.5,2.0,Salads
46,9.0,0.5,Salsa salad,2.4,2.0,Salads
65,6.8,3.8,Sweet Cucumber and Radish Salad,0.5,6.1,Salads
58,6.4,2.9,Asparagus Peas and Basil Piselli con Asparagi e Basilico,2.9,2.7,Salads
87,10.7,5.1,Spiralized Apple and Cabbage Slaw,0.9,7.6,Salads
117,14.1,2.7,Tuna & White Bean Salad,9.9,0.4,Salads
84,13.5,1.1,Chickpea and Veggie Salad,5.7,4.2,Salads
154,21.6,7.6,Spinach and Apple Salad,3.4,14.6,Salads
69,9.2,1.4,Tuna Sweetcorn Salad,6.8,3.4,Salads
103,6.4,5.2,Avocado Apple and Chicken Salad,8.4,3.4,Salads
125,2.2,6.6,Asian Chicken Salad,13.8,0.8,Salads
111,17.6,1.5,Asian Basil Beef and Mango Noodle Salad,7.2,5.7,Salads
102,10.0,6.5,Grape Walnut and Romaine Salad,2.6,7.1,Salads
86,6.5,6.9,Avocado Salad,1.7,2.2,Salads
35,3.8,1.1,Vegan Feta Cheeze & Tomato,2.9,1.6,Salads
67,3.8,5.9,Slow roasted tomatoes,0.9,2.5,Salads
116,9.5,7.1,Caprese Corn Lunch Salad,5.8,2.5,Salads
89,9.7,4.3,Easy Daily Spinach Salad,3.9,4.3,Salads
70,6.1,1.9,Tuna Artichoke and Red Pepper Salad,8.3,1.1,Salads
63,15.9,0.3,Mango Strawberry Salad,0.8,14.1,Salads
48,6.8,2.2,Sauteed Green Beans,1.8,3.2,Salads
97,15.1,0.4,White Bean & Tuna Salad,8.8,0.7,Salads
81,4.0,3.2,Chicken Spinach and Strawberry Salad,9.2,2.0,Salads
146,3.4,8.8,Thai Pork Salad,12.7,1.5,Salads
79,10.2,2.4,Taco Salad Bowl,4.9,1.4,Salads
51,4.2,3.5,Red Pepper & Tomato Salad,0.8,2.8,Salads
81,7.5,4.9,Vegan Caesar Salad,3.3,1.0,Salads
68,4.9,5.2,Summer Pepper and Tomato Salad,0.8,3.6,Salads
75,2.1,3.7,Spinach Lemon and Shrimp Salad,8.8,0.2,Salads
151,7.9,13.4,Bachelor Brussel Sprouts,2.9,1.9,Salads
41,3.1,1.4,Cool Summer Cucumber Chicken and Tomato Toss,4.4,1.8,Salads
97,2.7,5.6,Tuna Spinach Salad,9.4,1.4,Salads
42,2.5,0.6,Tuna Stuffed Pepper,7.0,1.6,Salads
120,2.5,6.4,Chicken caesar salad,12.8,1.5,Salads
